;VARIANZAS;RANGOS;SMAS;PROMEDIOS;SILIBANCIAS;ESTERTORES
1772;0.003817382;0.70059;0.157923;1.11E-05;0;0
1773;0.00463312;0.72577;0.164618;1.37E-05;0;0
1774;0.0043416;0.80158;0.131709;1.30E-05;0;0
1775;0.003691943;0.62749;0.146704;1.08E-05;0;0
1776;0.004074966;0.6389;0.181327;1.21E-05;0;0
1777;0.004506506;0.70397;0.169586;1.35E-05;0;0
1778;;;;;;
1779;0.000729128;0.22097;0.051257;2.12E-06;0;0
1780;0.000594746;0.28531;0.076835;1.77E-06;0;0
1781;0.000533182;0.17322;0.045989;1.58E-06;0;0
1782;0.00061452;0.22193;0.059817;1.84E-06;0;0
1783;0.00059252;0.22001;0.056935;1.70E-06;0;0
1784;0.000573692;0.18815;0.054631;1.67E-06;0;0
1785;0.000624887;0.25371;0.061563;1.82E-06;0;0
1786;0.000635648;0.19569;0.057837;1.92E-06;0;0
1787;;;;;;
1788;0.00796346;0.77664;0.203648;2.38E-05;1;0
1789;0.005491272;0.67024;0.17908;1.60E-05;1;0
1790;0.005448148;0.58039;0.17146;1.61E-05;0;0
1791;0.005763788;0.7522;0.171454;1.66E-05;1;0
1792;0.005611009;0.75302;0.182626;1.67E-05;1;0
1793;0.004971768;0.75145;0.188588;1.47E-05;1;0
1794;0.004724702;0.70698;0.140707;1.36E-05;1;0
1795;0.006819557;0.73623;0.184748;1.98E-05;0;0
1796;;;;;;
1797;0.000972921;0.25704;0.063637;2.89E-06;0;0
1798;0.000874973;0.24726;0.071246;2.58E-06;0;0
1799;0.000891695;0.27439;0.054543;2.61E-06;0;0
1800;0.001117417;0.33081;0.0834;3.31E-06;0;0
1801;0.001104206;0.3545;0.059231;3.19E-06;1;0
1802;0.001099629;0.34535;0.082364;3.24E-06;0;0
1803;0.001036369;0.30045;0.070284;3.03E-06;0;0
1804;0.001117154;0.28471;0.0666;3.32E-06;0;0
1805;;;;;;
1806;0.000355157;0.20113;0.032862;1.06E-06;0;0
1807;0.000268846;0.17861;0.02496;7.83E-07;0;0
1808;0.000268285;0.17731;0.02311;7.91E-07;0;0
1809;0.000273689;0.18934;0.026035;8.05E-07;0;0
1810;0.000299287;0.18037;0.027384;8.94E-07;1;0
1811;0.000256301;0.16834;0.023542;7.52E-07;0;0
1812;0.000303409;0.18764;0.031318;8.89E-07;1;0
1813;0.000304101;0.18364;0.032022;9.21E-07;0;0
1814;;;;;;
1815;0.004844868;0.63511;0.171395;1.43E-05;0;0
1816;0.004663019;0.62601;0.14396;1.38E-05;0;0
1817;0.004768316;0.65828;0.160052;1.42E-05;0;0
1818;0.004910469;0.69907;0.166627;1.46E-05;0;0
1819;0.004260033;0.61549;0.14079;1.26E-05;0;0
1820;0.003944054;0.60325;0.15244;1.13E-05;0;1
1821;0.004631576;0.71032;0.147741;1.35E-05;0;1
1822;0.004587689;0.70673;0.167229;1.37E-05;0;0
1823;;;;;;
1824;0.000967224;0.31965;0.064213;2.81E-06;1;0
1825;0.000734695;0.19267;0.064702;2.14E-06;0;0
1826;0.000764588;0.22677;0.056793;2.24E-06;0;0
1827;0.000701351;0.23267;0.062175;2.05E-06;0;0
1828;0.000683343;0.26904;0.056697;1.99E-06;0;0
1829;0.000583799;0.21352;0.042999;1.72E-06;0;0
1830;0.00068948;0.21261;0.0549;2.06E-06;0;0
1831;0.000698882;0.18083;0.046156;2.13E-06;0;0
1832;;;;;;
1833;0.008373902;0.8072;0.213079;2.48E-05;1;0
1834;0.006849333;0.81347;0.172438;2.00E-05;1;0
1835;0.006626856;0.8776;0.189844;2.01E-05;1;0
1836;0.005818872;0.78385;0.183928;1.71E-05;1;0
1837;0.005333279;0.83034;0.161992;1.55E-05;1;0
1838;0.006453794;0.81405;0.199425;1.88E-05;1;0
1839;0.006110787;0.83323;0.189373;1.84E-05;1;0
1840;0.006754752;0.89667;0.201892;2.06E-05;1;0
1841;;;;;;
1842;0.001406287;0.33729;0.093784;4.15E-06;1;0
1843;0.001406992;0.34714;0.096672;4.20E-06;0;0
1844;0.001281153;0.31018;0.068061;3.76E-06;0;0
1845;0.001168677;0.3205;0.064337;3.44E-06;0;0
1846;0.00114454;0.30726;0.070279;3.36E-06;0;0
1847;0.001097405;0.29558;0.072494;3.26E-06;0;0
1848;0.001228375;0.30347;0.069713;3.65E-06;0;0
1849;0.001406856;0.25819;0.057565;4.24E-06;0;0
1850;;;;;;
1851;0.000445823;0.22084;0.031558;1.31E-06;0;0
1852;0.00041839;0.19866;0.025147;1.24E-06;1;0
1853;0.000370939;0.19368;0.026533;1.11E-06;0;0
1854;0.00036532;0.19835;0.027471;1.07E-06;0;0
1855;0.000304953;0.19255;0.030072;9.01E-07;0;0
1856;0.00031488;0.17725;0.028927;9.46E-07;0;1
1857;0.00033247;0.17842;0.03354;9.87E-07;0;1
1858;0.000183495;0.121;0.022749;5.59E-07;0;0
1859;;;;;;
1860;0.004202752;0.62329;0.138724;1.22E-05;0;0
1861;0.003637048;0.53244;0.118363;1.06E-05;0;1
1862;0.002941128;0.52837;0.15864;8.61E-06;0;0
1863;0.003653568;0.54887;0.12648;1.09E-05;0;1
1864;0.004387842;0.62628;0.164195;1.29E-05;0;1
1865;0.003709588;0.55944;0.143446;1.09E-05;0;1
1866;0.002967196;0.54744;0.146895;8.58E-06;0;1
1867;0.002902951;0.55627;0.16002;8.60E-06;0;1
1868;;;;;;
1869;0.000845263;0.23885;0.062908;2.50E-06;0;0
1870;0.00062108;0.22033;0.053747;1.83E-06;0;1
1871;0.000470674;0.18247;0.043179;1.40E-06;0;1
1872;0.000447022;0.16036;0.041038;1.34E-06;0;1
1873;0.000585359;0.17724;0.04859;1.72E-06;0;1
1874;0.000525397;0.20794;0.063117;1.52E-06;0;1
1875;0.000502803;0.20621;0.054748;1.50E-06;0;1
1876;0.000475459;0.2196;0.050284;1.39E-06;0;0
1877;;;;;;
1878;0.000657189;0.32764;0.055583;1.99E-06;1;1
1879;0.000920228;0.26952;0.06507;2.67E-06;0;1
1880;0.000656066;0.19984;0.055986;1.91E-06;0;0
1881;0.000789822;0.25284;0.060347;2.31E-06;0;1
1882;0.000867493;0.28877;0.062161;2.53E-06;0;0
1883;0.000820113;0.30578;0.05507;2.49E-06;0;1
1884;0.000858766;0.29386;0.088187;2.51E-06;0;1
1885;0.000832105;0.25244;0.052824;2.46E-06;0;0
1886;;;;;;
1887;0.001895611;0.33292;0.083737;5.51E-06;0;1
1888;0.001285128;0.33498;0.077196;3.82E-06;0;1
1889;0.001104374;0.31454;0.081954;3.26E-06;1;1
1890;0.001211526;0.29109;0.061792;3.51E-06;0;1
1891;0.00138318;0.36261;0.116445;4.17E-06;0;1
1892;0.001226564;0.33283;0.066052;3.65E-06;0;1
1893;0.001439543;0.4145;0.078736;4.19E-06;1;1
1894;0.001067204;0.31802;0.062194;3.13E-06;0;1
1895;;;;;;
1896;0.000458393;0.21748;0.033327;1.35E-06;0;1
1897;0.000474348;0.2319;0.037702;1.42E-06;0;0
1898;0.000355977;0.20164;0.02724;1.05E-06;0;1
1899;0.000382792;0.20963;0.045064;1.15E-06;0;1
1900;0.000391527;0.20215;0.036571;1.16E-06;0;1
1901;0.000386892;0.19762;0.029788;1.14E-06;0;1
1902;0.000364381;0.175;0.040343;1.09E-06;0;1
1903;0.000458066;0.17218;0.030674;1.38E-06;0;0
1904;;;;;;
1905;1.08E-05;0.02513;0.007812;2.91E-08;0;0
1906;1.07E-05;0.03648;0.006311;3.05E-08;0;0
1907;1.15E-05;0.02766;0.009155;3.22E-08;0;0
1908;8.27E-06;0.02753;0.008402;2.36E-08;0;0
1909;7.56E-06;0.0217;0.005612;2.21E-08;0;0
1910;;;;;;
1911;8.19E-06;0.03274;0.00508;2.37E-08;0;0
1912;1.64E-05;0.04466;0.008713;4.92E-08;0;0
1913;2.66E-05;0.04758;0.008993;7.89E-08;0;0
1914;1.84E-05;0.04895;0.009074;5.34E-08;0;0
1915;1.78E-05;0.04219;0.007313;5.27E-08;0;0
1916;;;;;;
1917;1.55E-05;0.03233;0.009709;3.92E-08;0;0
1918;1.93E-05;0.03567;0.004744;4.68E-08;0;0
1919;3.82E-05;0.04394;0.013149;6.29E-08;0;0
1920;1.78E-05;0.03789;0.013283;4.92E-08;0;0
1921;1.77E-05;0.03829;0.016274;5.11E-08;0;0
1922;1.43E-05;0.03688;0.010828;4.13E-08;0;0
1923;2.63E-05;0.03317;0.006458;8.24E-08;0;0
1924;;;;;;
1925;2.69E-05;0.03434;0.008867;7.40E-08;0;0
1926;2.10E-05;0.04607;0.010584;6.15E-08;0;0
1927;2.38E-05;0.04756;0.01104;7.04E-08;0;0
1928;2.40E-05;0.04745;0.011166;7.07E-08;0;0
1929;2.56E-05;0.04277;0.010127;7.63E-08;0;0
1930;1.67E-05;0.04577;0.008381;4.88E-08;0;0
1931;4.95E-05;0.04384;0.007881;1.55E-07;0;0
1932;;;;;;
1933;3.02E-05;0.05032;0.014922;7.54E-08;0;0
1934;2.75E-05;0.04811;0.019129;7.76E-08;0;0
1935;5.79E-05;0.06212;0.01864;6.90E-08;0;0
1936;3.76E-05;0.05825;0.008779;1.08E-07;0;1
1937;2.52E-05;0.05219;0.010317;6.67E-08;0;0
1938;3.31E-05;0.04702;0.012447;9.58E-08;0;0
1939;;;;;;
1940;5.61E-05;0.06979;0.023415;1.33E-07;0;0
1941;0.000177726;0.11757;0.018724;5.15E-07;0;0
1942;0.000162893;0.10775;0.014461;4.84E-07;0;0
1943;0.000181508;0.12371;0.036679;4.73E-07;0;0
1944;0.000166772;0.11495;0.036593;4.87E-07;0;0
1945;0.000115837;0.09337;0.026961;3.38E-07;0;0
1946;0.000123089;0.10903;0.031964;3.71E-07;0;0
1947;0.00013975;0.10506;0.029489;4.18E-07;0;0
1948;0.000152103;0.11447;0.027049;4.44E-07;0;0
1949;;;;;;
1950;0.000144256;0.11538;0.02044;4.07E-07;0;0
1951;0.000228268;0.11981;0.020944;6.60E-07;0;0
1952;0.000187752;0.12938;0.022936;5.56E-07;0;0
1953;0.000159333;0.10177;0.023339;4.17E-07;0;0
1954;0.00015521;0.10949;0.031538;4.54E-07;0;0
1955;0.000121854;0.10372;0.027508;3.55E-07;0;0
1956;0.000148869;0.12;0.033074;4.42E-07;0;0
1957;0.000150508;0.11873;0.028685;4.45E-07;0;0
1958;0.000167127;0.11921;0.028957;4.90E-07;0;0
1959;;;;;;
1960;4.31E-05;0.07449;0.021458;1.21E-07;1;0
1961;0.000131417;0.10349;0.028163;3.74E-07;1;0
1962;0.000153743;0.10865;0.030613;4.55E-07;1;0
1963;0.000127893;0.09654;0.02212;3.79E-07;1;0
1964;0.000130836;0.09899;0.022677;3.93E-07;1;0
1965;7.11E-05;0.09702;0.024535;2.07E-07;0;0
1966;9.41E-05;0.09077;0.023902;2.74E-07;0;0
1967;0.000119466;0.11762;0.033004;3.48E-07;0;0
1968;0.000124477;0.09692;0.025905;3.53E-07;0;0
1969;;;;;;
1970;7.31E-05;0.09347;0.016961;2.05E-07;0;0
1971;0.00013222;0.1135;0.029826;3.93E-07;0;0
1972;0.000127982;0.1181;0.029612;3.79E-07;0;0
1973;0.000112587;0.11271;0.024908;3.32E-07;0;0
1974;0.000125933;0.1117;0.02827;3.78E-07;0;0
1975;0.000142844;0.10983;0.021141;4.22E-07;0;0
1976;0.000177327;0.13396;0.031817;5.25E-07;0;0
1977;0.000117973;0.09558;0.02107;3.52E-07;0;0
1978;0.000120108;0.11354;0.027826;3.55E-07;0;0
1979;;;;;;
1980;6.26E-05;0.07684;0.019184;1.78E-07;0;0
1981;5.74E-05;0.0687;0.013938;1.63E-07;0;0
1982;8.18E-05;0.0766;0.024074;2.36E-07;0;0
1983;9.68E-05;0.08168;0.021825;2.88E-07;0;0
1984;9.26E-05;0.08598;0.023128;2.77E-07;0;0
1985;8.39E-05;0.08924;0.02409;2.47E-07;0;0
1986;9.04E-05;0.08487;0.019526;2.72E-07;0;0
1987;0.000169488;0.08969;0.020818;4.91E-07;0;0
1988;;;;;;
1989;3.41E-05;0.06403;0.018063;9.65E-08;0;0
1990;1.20E-05;0.03408;0.011721;3.51E-08;0;0
1991;5.76E-05;0.06863;0.020487;1.61E-07;0;0
1992;6.70E-05;0.06288;0.012094;2.01E-07;0;0
1993;5.12E-05;0.06675;0.013112;1.50E-07;0;0
1994;4.64E-05;0.07053;0.017454;1.34E-07;0;0
1995;6.17E-05;0.06636;0.017834;1.83E-07;0;0
1996;8.87E-05;0.05798;0.016592;2.62E-07;0;0
1997;;;;;;
1998;5.26E-05;0.07895;0.018702;1.47E-07;0;0
1999;6.58E-05;0.07737;0.015622;1.94E-07;0;0
2000;6.00E-05;0.08482;0.016535;1.75E-07;0;0
2001;5.42E-05;0.06608;0.014801;1.54E-07;0;0
2002;4.46E-05;0.07415;0.013741;1.29E-07;0;0
2003;4.81E-05;0.0754;0.015882;1.41E-07;0;0
2004;0.000110354;0.07674;0.014863;3.28E-07;0;0
2005;;;;;;
2006;2.89E-05;0.04578;0.013857;8.07E-08;0;0
2007;1.54E-05;0.06752;0.013545;4.59E-08;0;0
2008;8.15E-05;0.0863;0.019873;2.38E-07;0;0
2009;8.60E-05;0.08489;0.024696;2.48E-07;0;0
2010;7.94E-05;0.0857;0.024552;2.33E-07;0;0
2011;8.11E-05;0.07802;0.021081;2.38E-07;0;0
2012;7.39E-05;0.07152;0.019849;2.23E-07;0;0
2013;0.00012551;0.08417;0.018469;3.66E-07;0;0
2014;;;;;;
2015;0.00015789;0.116;0.031631;4.64E-07;0;0
2016;0.00014973;0.11065;0.030326;4.34E-07;0;0
2017;0.000159718;0.11102;0.031665;4.51E-07;0;0
2018;0.000168517;0.11613;0.024462;4.96E-07;0;0
2019;0.0001157;0.10687;0.021451;3.36E-07;0;0
2020;0.000176502;0.11571;0.023461;5.27E-07;0;0
2021;0.000159523;0.12378;0.032353;4.71E-07;0;0
2022;0.000168903;0.11883;0.03521;5.13E-07;0;0
2023;0.000253565;0.09959;0.024337;7.10E-07;0;0
2024;;;;;;
2025;8.56E-05;0.07097;0.017803;2.56E-07;0;0
2026;8.98E-05;0.08988;0.024256;2.67E-07;0;0
2027;8.08E-05;0.08347;0.028541;2.37E-07;0;0
2028;7.80E-05;0.07709;0.01627;2.28E-07;0;0
2029;6.69E-05;0.0899;0.022362;1.93E-07;0;0
2030;8.66E-05;0.07724;0.017313;2.57E-07;0;0
2031;6.84E-05;0.07533;0.018893;2.04E-07;0;0
2032;7.47E-05;0.07434;0.019274;2.19E-07;0;0
2033;8.38E-05;0.06408;0.012638;2.32E-07;0;0
2034;;;;;;
2035;7.22E-05;0.08027;0.014816;2.11E-07;0;0
2036;6.95E-05;0.07211;0.012231;2.00E-07;0;0
2037;8.84E-05;0.08068;0.016008;2.66E-07;0;0
2038;7.47E-05;0.09177;0.015944;2.23E-07;0;0
2039;6.47E-05;0.09196;0.016438;1.92E-07;0;0
2040;6.60E-05;0.07682;0.01347;1.99E-07;0;0
2041;7.65E-05;0.08194;0.019475;2.25E-07;0;0
2042;7.90E-05;0.07965;0.016357;2.36E-07;0;0
2043;0.000129411;0.07466;0.012599;3.59E-07;0;0
2044;;;;;;
2045;8.03E-05;0.07717;0.018437;1.59E-07;0;0
2046;6.07E-05;0.06449;0.000798;1.82E-07;0;0
2047;7.11E-05;0.08228;0.010464;1.81E-07;0;0
2048;6.26E-05;0.06634;0.021814;1.39E-07;0;0
2049;4.02E-05;0.06187;0.020119;1.15E-07;0;0
2050;6.49E-05;0.06928;0.02115;1.89E-07;0;0
2051;5.73E-05;0.06234;0.016721;1.64E-07;0;0
2052;5.99E-05;0.06648;0.015128;1.74E-07;0;0
2053;4.95E-05;0.0427;0.005833;1.54E-07;0;0
2054;;;;;;
2055;0.000117503;0.10315;0.033363;3.39E-07;0;0
2056;0.000128635;0.10529;0.027975;3.69E-07;0;0
2057;0.000110981;0.10104;0.024672;3.23E-07;0;0
2058;0.000101692;0.10302;0.019536;2.94E-07;0;0
2059;9.99E-05;0.10074;0.02193;2.93E-07;0;0
2060;0.000119679;0.09639;0.020922;3.55E-07;0;0
2061;9.01E-05;0.09128;0.021436;2.71E-07;0;0
2062;0.000102439;0.09631;0.018443;3.09E-07;0;0
2063;7.05E-05;0.04865;0.013172;1.84E-07;0;0
2064;;;;;;
2065;5.30E-05;0.0954;0.01968;1.57E-07;0;0
2066;6.10E-05;0.09273;0.023321;1.80E-07;0;0
2067;7.58E-05;0.10832;0.023442;2.19E-07;0;0
2068;8.00E-05;0.08619;0.024992;2.41E-07;0;0
2069;7.28E-05;0.09622;0.024654;2.08E-07;0;0
2070;7.78E-05;0.09665;0.025526;2.29E-07;0;0
2071;7.42E-05;0.07961;0.019952;2.20E-07;0;0
2072;9.23E-05;0.09531;0.028277;2.65E-07;0;0
2073;9.19E-05;0.08525;0.021743;2.71E-07;0;0
2074;;;;;;
2075;1.06E-05;0.03391;0.008494;3.03E-08;0;0
2076;1.30E-05;0.03385;0.008101;3.82E-08;0;0
2077;1.74E-05;0.03686;0.009928;5.15E-08;0;0
2078;1.37E-05;0.0304;0.009281;4.05E-08;0;0
2079;1.19E-05;0.03691;0.009954;3.55E-08;0;0
2080;1.27E-05;0.03316;0.010677;3.88E-08;0;0
2081;1.31E-05;0.03926;0.010429;3.83E-08;0;0
2082;1.78E-05;0.0361;0.007447;5.27E-08;0;0
2083;;;;;;
2084;3.94E-06;0.01912;0.006513;8.42E-09;0;0
2085;3.36E-06;0.01767;0.0079;9.84E-09;0;0
2086;4.45E-06;0.0186;0.007791;1.29E-08;0;0
2087;5.17E-06;0.02014;0.005633;1.20E-08;0;0
2088;3.76E-06;0.01716;0.003882;1.05E-08;0;0
2089;3.11E-06;0.01846;0.004499;9.21E-09;0;0
2090;2.79E-06;0.0175;0.005168;8.01E-09;0;0
2091;2.67E-06;0.01736;0.005419;7.85E-09;0;0
2092;3.34E-06;0.02;0.00602;9.98E-09;0;0
2093;;;;;;
2094;0.004479541;0.56889;0.154854;1.31E-05;0;1
2095;0.004765571;0.64428;0.172758;1.40E-05;1;0
2096;0.004867734;0.71752;0.182368;1.45E-05;1;0
2097;0.00407792;0.55884;0.164171;1.21E-05;1;0
2098;0.004767834;0.72329;0.160383;1.39E-05;1;0
2099;;;;;;
2100;0.000322313;0.1775;0.038507;9.63E-07;1;0
2101;0.000405054;0.23403;0.043393;1.19E-06;1;0
2102;0.000303822;0.17966;0.040532;8.80E-07;0;0
2103;0.00026915;0.16022;0.035367;7.74E-07;0;0
2104;0.000364898;0.17333;0.047118;1.07E-06;0;0
2105;;;;;;
2106;0.002069043;0.41025;0.106458;6.00E-06;1;0
2107;0.002477165;0.57153;0.121834;7.32E-06;1;0
2108;0.002599267;0.47115;0.121945;7.59E-06;1;0
2109;0.002205115;0.52234;0.123488;6.41E-06;1;0
2110;0.002538638;0.49027;0.140656;7.63E-06;1;0
2111;;;;;;
2112;0.000475918;0.24079;0.049875;1.40E-06;1;1
2113;0.000317347;0.21725;0.056755;9.41E-07;1;0
2114;0.000323386;0.22557;0.05879;9.45E-07;1;0
2115;0.000341905;0.21729;0.054539;1.00E-06;1;0
2116;0.000489566;0.24838;0.042141;1.44E-06;1;0
2117;;;;;;
2118;0.014441236;1.49436;0.351264;4.26E-05;1;1
2119;0.01687799;1.3347;0.322857;4.98E-05;1;0
2120;0.016133144;1.29751;0.326815;4.57E-05;1;0
2121;0.015121949;1.2177;0.311299;4.47E-05;1;0
2122;0.014675607;1.25918;0.299149;4.37E-05;1;0
2123;;;;;;
2124;0.00550152;0.89143;0.196395;1.61E-05;1;1
2125;0.004285837;0.66435;0.164185;1.23E-05;1;1
2126;0.006202312;0.6906;0.194262;1.83E-05;1;0
2127;0.00555631;0.85797;0.178222;1.63E-05;1;0
2128;0.006626809;0.81668;0.19028;1.97E-05;1;0
2129;;;;;;
2130;0.001816016;0.42851;0.073916;5.35E-06;0;0
2131;0.002304478;0.45106;0.074113;6.76E-06;0;0
2132;0.002017278;0.41071;0.076535;5.94E-06;0;0
2133;0.001614094;0.38923;0.074747;4.75E-06;0;1
2134;0.001936785;0.41269;0.067117;5.80E-06;0;0
2135;;;;;;
2136;0.001430442;0.3841;0.114606;4.14E-06;0;0
2137;0.002363158;0.52632;0.157802;7.02E-06;0;0
2138;0.002202483;0.45276;0.104861;6.43E-06;0;0
2139;0.002081405;0.44136;0.15272;6.15E-06;0;0
2140;0.002375192;0.43722;0.135375;6.78E-06;0;0
2141;;;;;;
2142;0.011888394;1.09146;0.231337;3.56E-05;1;0
2143;0.011916153;1.22302;0.306049;3.44E-05;1;0
2144;0.014082294;1.23168;0.329994;4.13E-05;1;0
2145;0.012266294;1.1999;0.359757;3.46E-05;1;0
2146;0.012832851;1.21568;0.255642;3.68E-05;1;0
2147;;;;;;
2148;0.001305459;0.34184;0.09721;3.81E-06;1;0
2149;0.001250923;0.35791;0.089242;3.66E-06;1;0
2150;0.001340149;0.34713;0.072736;3.98E-06;1;0
2151;0.001035952;0.32208;0.089277;3.10E-06;1;0
2152;0.001051324;0.311;0.081027;3.11E-06;1;0
2153;;;;;;
2154;0.000568805;0.28581;0.054146;1.65E-06;1;0
2155;0.000369295;0.24849;0.063899;1.07E-06;1;0
2156;0.000322663;0.22232;0.054218;9.36E-07;1;0
2157;0.000363707;0.24905;0.047696;1.08E-06;1;0
2158;0.000266163;0.20523;0.041711;7.69E-07;1;0
2159;;;;;;
2160;0.008431443;1.0548;0.297188;2.53E-05;0;1
2161;0.00910148;0.86594;0.234074;2.69E-05;1;0
2162;0.009239588;1.10432;0.255027;2.76E-05;1;0
2163;0.011031953;0.97543;0.269557;3.23E-05;1;0
2164;0.00795689;1.02537;0.219723;2.32E-05;1;0
2165;;;;;;
2166;0.00438647;0.64669;0.171737;1.28E-05;1;0
2167;0.004278443;0.61643;0.168248;1.25E-05;1;0
2168;0.004335742;0.68318;0.152208;1.28E-05;1;0
2169;0.003790794;0.64782;0.214005;1.13E-05;1;0
2170;0.00303472;0.59757;0.132724;9.09E-06;1;0
2171;;;;;;
2172;0.00203753;0.41747;0.067958;5.95E-06;1;0
2173;0.001591203;0.39048;0.069275;4.69E-06;0;1
2174;0.001642996;0.36304;0.078478;4.85E-06;1;0
2175;0.001431173;0.42655;0.085458;4.21E-06;0;0
2176;0.001478338;0.37923;0.089455;4.35E-06;0;0
2177;;;;;;
2178;0.011417975;1.1049;0.256334;3.30E-05;1;0
2179;0.011760079;1.1568;0.258851;3.38E-05;1;0
2180;0.009504703;1.0294;0.248567;2.83E-05;1;0
2181;0.007965973;1.1084;0.294141;2.32E-05;1;0
2182;0.012563956;1.02702;0.2617;3.67E-05;0;0
2183;;;;;;
2184;0.000889793;0.35285;0.075971;2.63E-06;1;0
2185;0.001246796;0.34927;0.086716;3.70E-06;1;0
2186;0.000773189;0.28381;0.059826;2.24E-06;1;0
2187;0.000893848;0.31579;0.091707;2.65E-06;0;0
2188;0.001131776;0.36317;0.106427;3.45E-06;1;0
2189;;;;;;
2190;0.000343567;0.21624;0.053427;1.01E-06;1;0
2191;0.000279976;0.19092;0.049354;8.31E-07;1;0
2192;0.000266611;0.21642;0.043411;7.96E-07;1;0
2193;0.000265245;0.17717;0.044688;7.74E-07;1;0
2194;0.000281797;0.17617;0.049094;8.41E-07;1;0
2195;;;;;;
2196;0.01323331;1.27144;0.317048;3.91E-05;1;1
2197;0.00973081;1.02407;0.259347;2.85E-05;1;0
2198;0.011864316;1.17575;0.322546;3.49E-05;1;0
2199;0.006970269;0.88753;0.252911;2.05E-05;1;0
2200;0.010416081;0.96869;0.224587;3.14E-05;0;0
2201;;;;;;
2202;0.00369645;0.62646;0.161953;1.09E-05;1;0
2203;0.00356822;0.69743;0.178954;1.05E-05;1;0
2204;0.00262421;0.51539;0.14529;7.75E-06;1;0
2205;0.003400541;0.59281;0.171898;1.00E-05;1;0
2206;0.003457054;0.52376;0.145345;1.01E-05;1;0
2207;;;;;;
2208;0.001959654;0.38783;0.069493;5.79E-06;0;0
2209;0.002006459;0.44011;0.085311;5.91E-06;0;0
2210;0.001834735;0.42701;0.07181;5.45E-06;0;0
2211;0.001306717;0.38231;0.059099;3.89E-06;0;0
2212;0.001992046;0.46807;0.079587;5.80E-06;0;0
2213;;;;;;
2214;0.000704959;0.24256;0.064563;2.08E-06;1;0
2215;0.000841685;0.26337;0.070137;2.50E-06;1;0
2216;0.000796275;0.2615;0.068661;2.31E-06;1;0
2217;0.000817631;0.28309;0.063769;2.41E-06;1;0
2218;0.00065443;0.26041;0.06651;1.90E-06;1;0
2219;0.000653895;0.26572;0.068178;1.92E-06;1;0
2220;0.001009475;0.27931;0.080941;3.07E-06;1;0
2221;;;;;;
2222;0.001552415;0.38069;0.101525;4.68E-06;0;0
2223;0.001806194;0.45863;0.099326;5.34E-06;1;0
2224;0.002492741;0.49226;0.110525;7.50E-06;1;1
2225;0.00198767;0.4573;0.108296;5.87E-06;1;0
2226;0.001815512;0.47452;0.126405;5.35E-06;1;0
2227;0.001444247;0.53391;0.122626;4.21E-06;1;0
2228;0.002613204;0.49218;0.140253;7.71E-06;1;1
2229;;;;;;
2230;0.006530859;0.75753;0.185238;1.93E-05;0;0
2231;0.008700041;0.85427;0.204125;2.61E-05;0;0
2232;0.009356534;0.8457;0.201306;2.76E-05;1;0
2233;0.008331493;0.86922;0.216883;2.48E-05;0;0
2234;0.007906103;0.84527;0.223681;2.34E-05;0;0
2235;0.006474689;0.75493;0.196597;1.91E-05;0;0
2236;0.0134076;0.86997;0.236065;4.01E-05;0;0
2237;;;;;;
2238;0.000640295;0.26883;0.058904;1.89E-06;1;0
2239;0.000548621;0.23183;0.060084;1.60E-06;0;0
2240;0.000814192;0.26142;0.075504;2.41E-06;1;0
2241;0.000643405;0.28417;0.080834;1.90E-06;1;0
2242;0.000619383;0.27591;0.062882;1.84E-06;1;0
2243;0.000610999;0.28919;0.071262;1.84E-06;0;0
2244;0.001025591;0.26396;0.078584;3.12E-06;1;0
2245;;;;;;
2246;0.001818055;0.37224;0.098357;5.45E-06;1;0
2247;0.002264412;0.4386;0.136899;6.72E-06;1;0
2248;0.002611244;0.51554;0.119367;7.82E-06;1;0
2249;0.002582231;0.44139;0.133715;7.62E-06;1;0
2250;0.002088385;0.42408;0.11245;6.10E-06;1;0
2251;0.00261877;0.54786;0.132501;7.65E-06;1;0
2252;0.004578283;0.47814;0.124769;1.38E-05;0;0
2253;;;;;;
2254;0.00248023;0.42529;0.111393;7.34E-06;1;0
2255;0.002189953;0.50464;0.122378;6.50E-06;1;0
2256;0.00327112;0.51941;0.162164;9.58E-06;1;1
2257;0.002013849;0.53941;0.120654;6.00E-06;1;0
2258;0.002339069;0.44434;0.137175;6.95E-06;1;0
2259;0.001916047;0.50261;0.119598;5.67E-06;1;0
2260;0.002529541;0.50578;0.112666;7.71E-06;1;1
2261;;;;;;
2262;5.21E-05;0.05963;0.013343;1.54E-07;1;0
2263;3.53E-05;0.05063;0.01105;1.06E-07;0;0
2264;3.16E-05;0.05874;0.013019;9.32E-08;1;0
2265;1.69E-05;0.04991;0.010316;4.91E-08;0;0
2266;2.32E-05;0.04923;0.011137;6.79E-08;1;0
2267;1.57E-05;0.05294;0.015067;4.70E-08;0;0
2268;5.47E-06;0.02864;0.005357;1.66E-08;0;0
2269;;;;;;
2270;6.43E-06;0.03191;0.006675;1.94E-08;0;0
2271;6.31E-06;0.03418;0.010125;1.93E-08;0;0
2272;6.27E-06;0.02897;0.005787;1.85E-08;0;0
2273;1.09E-05;0.03396;0.010495;3.28E-08;0;0
2274;1.06E-05;0.0356;0.009125;3.12E-08;0;0
2275;7.72E-06;0.03218;0.007839;2.38E-08;0;0
2276;8.86E-06;0.03386;0.008065;2.59E-08;0;0
